"Epic Id","CPT4 Code","Epic name","CPT4 name"
"1079250200","92502",OTOLARYNGOLOGIC EXAMINATION UNDER GENERAL ANESTHESIA,Otolaryngologic examination under general anesthesia
"1079296000","92960","CARDIOVERSION, ELECTIVE, ELECTRICAL CONVERSION OF ARRHYTHMIA; EXTERNAL","Cardioversion, elective, electrical conversion of arrhythmia; external"
"1079364100","93641","INTRACARDIAC EP PROCEDURES/STUDIES,WITH TESTING OF SINGLE OR DUAL CHAMBER PACING CARDIO-DEFIB PULS","Electrophysiologic evaluation of single or dual chamber pacing cardioverter-defibrillator leads including defibrillation threshold evaluation (induction of arrhythmia, evaluation of sensing and pacing for arrhythmia termination) at time of initial implant"
"1079594000","95940",IONM 1 ON 1 IN OR W/ATTENDANCE EACH 15 MINUTES,"Continuous intraoperative neurophysiology monitoring in the operating room, one on one monitoring requiring personal attendance, each 15 minutes (List separately in addition to code for primary procedure)"
"1079597000","95970","ELECTRONIC ANALYSIS OF IMPLANTED NEUROSTIMULATOR GENERATOR SYS;SIMPLE OR COMPLEX BRAIN,SPINAL CORD","Electronic analysis of implanted neurostimulator pulse generator/transmitter (eg, contact group[s], interleaving, amplitude, pulse width, frequency [Hz], on/off cycling, burst, magnet mode, dose lockout, patient selectable parameters, responsive neurostim"
"1079597200","95972","ELECTRONIC ANALYSIS IMPLANTED NEUROSTIMULATOR GENERATOR SYS;COMPLEX SPINAL CORD,PERIPHERAL W/INTRA","Electronic analysis of implanted neurostimulator pulse generator/transmitter (eg, contact group[s], interleaving, amplitude, pulse width, frequency [Hz], on/off cycling, burst, magnet mode, dose lockout, patient selectable parameters, responsive neurostim"
"1079597400","95974",ELECTRONIC ANALYSIS OF IMPLANTED NEUROSTIMULATOR GENERATOR SYS;COMPLEX CRANIAL NERVE W/INTROP.OR S,"Electronic analysis of implanted neurostimulator pulse generator system (eg, rate, pulse amplitude, pulse duration, configuration of wave form, battery status, electrode selectability, output modulation, cycling, impedance and patient compliance measureme"
"1079637200","96372",STEROID INJECTION,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular"
"1072139500","21395","OPEN REDUCTION OF BLOWOUT FRACTURE OF ORBITAL FLOOR WITH BONE GRAFT, INCLUDING HARVESTING OF GRAFT",Open treatment of orbital floor blowout fracture; periorbital approach with bone graft (includes obtaining graft)
"1072140000","21400",CLOSED REDUCTION OF FRACTURE OF ORBIT WITHOUT MANIPULATION,"Closed treatment of fracture of orbit, except blowout; without manipulation"
"1072140100","21401",CLOSED REDUCTION OF FRACTURE OF ORBIT WITH MANIPULATION,"Closed treatment of fracture of orbit, except blowout; with manipulation"
"1072140600","21406",OPEN REDUCTION OF FRACTURE OF ORBIT WITHOUT IMPLANT,"Open treatment of fracture of orbit, except blowout; without implant"
"1072140700","21407",OPEN REDUCTION OF FRACTURE OF ORBIT WITH IMPLANT,"Open treatment of fracture of orbit, except blowout; with implant"
"1072140800","21408","OPEN REDUCTION OF FRACTURE OF ORBIT WITH BONE GRAFT, INCLUDING HARVESTING OF GRAFT","Open treatment of fracture of orbit, except blowout; with bone grafting (includes obtaining graft)"
"1072142100","21421",CLOSED REDUCTION OF FRACTURE OF PALATE WITH FIXATION USING SPLINT,"Closed treatment of palatal or maxillary fracture (LeFort I type), with interdental wire fixation or fixation of denture or splint"
"1072142200","21422",OPEN REDUCTION OF LEFORT I TYPE FRACTURE OF PALATE,Open treatment of palatal or maxillary fracture (LeFort I type)
"1071400000","14000","TRANSFER OF ADJACENT TISSUE FOR REPAIR OF DEFECT OF TRUNK, 10 SQ CM OR LESS","Adjacent tissue transfer or rearrangement, trunk; defect 10 sq cm or less"
"1071400100","14001","TRANSFER OF ADJACENT TISSUE FOR REPAIR OF DEFECT OF TRUNK, 10 SQ CM OR LESS, 10.1 SQ CM TO 30.0 SQ CM","Adjacent tissue transfer or rearrangement, trunk; defect 10.1 sq cm to 30.0 sq cm"
"1071402000","14020","TRANSFER OF ADJACENT TISSUE FOR REPAIR OF DEFECT OF UPPER LIMB, 10 SQ CM OR LESS","Adjacent tissue transfer or rearrangement, scalp, arms and/or legs; defect 10 sq cm or less"
"1071402100","14021","TRANSFER OF ADJACENT TISSUE FOR REPAIR OF DEFECT OF UPPER LIMB, 10.1 SQ CM TO 30.0 SQ CM","Adjacent tissue transfer or rearrangement, scalp, arms and/or legs; defect 10.1 sq cm to 30.0 sq cm"
"1071404000","14040","TRANSFER OF ADJACENT TISSUE FOR REPAIR OF DEFECT OF NECK, 10 SQ CM OR LESS","Adjacent tissue transfer or rearrangement, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; defect 10 sq cm or less"
"1071404100","14041","TRANSFER OF ADJACENT TISSUE FOR REPAIR OF DEFECT OF NECK, 10.1 SQ CM TO 30.0 SQ CM","Adjacent tissue transfer or rearrangement, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; defect 10.1 sq cm to 30.0 sq cm"
"1071406000","14060","TRANSFER OF ADJACENT TISSUE FOR REPAIR OF DEFECT OF NOSE, 10 SQ CM OR LESS","Adjacent tissue transfer or rearrangement, eyelids, nose, ears and/or lips; defect 10 sq cm or less"
"1071406100","14061","TRANSFER OF ADJACENT TISSUE FOR REPAIR OF DEFECT OF NOSE, 10.1 SQ CM TO 30.0 SQ CM","Adjacent tissue transfer or rearrangement, eyelids, nose, ears and/or lips; defect 10.1 sq cm to 30.0 sq cm"
"1071430100","14301","TRANSFER OF ADJACENT TISSUE FOR REPAIR OF DEFECT, 30.1 SQ CM TO 60.0 SQ CM","Adjacent tissue transfer or rearrangement, any area; defect 30.1 sq cm to 60.0 sq cm"
"1071430200","14302","TRANSFER OF ADJACENT TISSUE FOR REPAIR OF DEFECT, EACH ADDITIONAL 30.0 SQ CM OR LESS","Adjacent tissue transfer or rearrangement, any area; each additional 30.0 sq cm, or part thereof (List separately in addition to code for primary procedure)"
"1071435000","14350","FILLETING OF TOE FLAP, INCLUDING PREPARATION OF RECIPIENT SITE","Filleted finger or toe flap, including preparation of recipient site"
"1071500200","15002","SURGICAL PREPARATION OF GRAFT SITE BY EXCISION OF OPEN WOUND, FIRST 100 SQ CM","Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues), or incisional release of scar contracture, trunk, arms, legs; first 100 sq cm or 1% of body area of infants and children"
"1071500300","15003","SURGICAL PREPARATION OF GRAFT SITE BY EXCISION OF SCAR, EACH ADDITIONAL 100 SQ CM","Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues), or incisional release of scar contracture, trunk, arms, legs; each additional 100 sq cm, or part thereof, or each additio"
"1071500400","15004","SURGICAL PREPARATION OR CREATION OF RECIPIENT SITE BY EXCISION OF OPEN WOUNDS, BURN ESCHAR, OR SCAR (INCLUDING SUBCUTANEOUS TISSUES), OR INCISIONAL RELEASE OF SCAR CONTRACTURE, FACE, SCALP, EYELIDS, M","Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues), or incisional release of scar contracture, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet and/or"
"1071500500","15005","SURGICAL PREPARATION OF GRAFT SITE BY RELEASE OF CONTRACTURE OF SCAR BY INCISION, EACH ADDITIONAL 100 SQ CM","Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues), or incisional release of scar contracture, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet and/or"
"1071504000","15040","HARVEST OF SKIN FOR TISSUE CULTURED SKIN AUTOGRAFT, 100 SQ CM OR LESS","Harvest of skin for tissue cultured skin autograft, 100 sq cm or less"
"1071505000","15050",SINGLE PINCH GRAFT TO COVER DEFECT UP TO 2 CM DIAMETER,"Pinch graft, single or multiple, to cover small ulcer, tip of digit, or other minimal open area (except on face), up to defect size 2 cm diameter"
"1071510000","15100","SPLIT-THICKNESS AUTOGRAFT, TRUNK, ARMS, LEGS; FIRST 100 SQ CM OR LESS, OR 1% OF BODY AREA OF INFANTS AND CHILDREN (EXCEPT 15050)","Split-thickness autograft, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children (except 15050)"
"1071510100","15101","SPLIT-THICKNESS AUTOGRAFT, TRUNK, ARMS, LEGS; EACH ADDITIONAL 100 SQ CM, OR EACH ADDITIONAL 1% OF BODY AREA OF INFANTS AND CHILDREN, OR PART THEREOF (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PR","Split-thickness autograft, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)"
"1071511000","15110","EPIDERMAL AUTOGRAFT OF UPPER LIMB, FIRST 100 SQ CM OR LESS","Epidermal autograft, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children"
"1071511100","15111","EPIDERMAL AUTOGRAFT OF UPPER LIMB, EACH ADDITIONAL 100 SQ CM OR LESS","Epidermal autograft, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)"
"1071511500","15115","EPIDERMAL AUTOGRAFT, FIRST 100 SQ CM OR LESS","Epidermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children"
"1071511600","15116","EPIDERMAL AUTOGRAFT, EACH ADDITIONAL 100 SQ CM OR LESS","Epidermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to co"
"1071512000","15120","SPLIT-THICKNESS AUTOGRAFT, FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS; FIRST 100 SQ CM OR LESS, OR 1% OF BODY AREA OF INFANTS AND CHILDREN (EXCEPT","Split-thickness autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children (except 15050)"
"1071512100","15121","SPLIT THICKNESS AUTOGRAFT, EACH ADDITIONAL 100 SQ CM OR LESS","Split-thickness autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition"
"1071513000","15130","DERMAL AUTOGRAFT OF UPPER LIMB, FIRST 100 SQ CM OR LESS","Dermal autograft, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children"
"1071513100","15131","DERMAL AUTOGRAFT OF UPPER LIMB, EACH ADDITIONAL 100 SQ CM OR LESS","Dermal autograft, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)"
"1071513500","15135","DERMAL AUTOGRAFT, FIRST 100 SQ CM OR LESS","Dermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children"
"1071513600","15136","DERMAL AUTOGRAFT, EACH ADDITIONAL 100 SQ CM OR LESS","Dermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code "
"1071515000","15150","TISSUE CULTURED SKIN AUTOGRAFT OF UPPER LIMB, FIRST 25 SQ CM OR LESS","Tissue cultured skin autograft, trunk, arms, legs; first 25 sq cm or less"
"1071515100","15151","TISSUE CULTURED SKIN AUTOGRAFT OF UPPER LIMB, ADDITIONAL 1 TO 75 SQ CM","Tissue cultured skin autograft, trunk, arms, legs; additional 1 sq cm to 75 sq cm (List separately in addition to code for primary procedure)"
"1071515200","15152","TISSUE CULTURED SKIN AUTOGRAFT OF UPPER LIMB, EACH ADDITIONAL 100 SQ CM","Tissue cultured skin autograft, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)"
"1071515500","15155","TISSUE CULTURED SKIN AUTOGRAFT, FIRST 25 SQ CM OR LESS","Tissue cultured skin autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 25 sq cm or less"
"1071515600","15156","TISSUE CULTURED SKIN AUTOGRAFT, ADDITIONAL 1 TO 75 SQ CM","Tissue cultured skin autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; additional 1 sq cm to 75 sq cm (List separately in addition to code for primary procedure)"
"1071515700","15157","TISSUE CULTURED SKIN AUTOGRAFT, EACH ADDITIONAL 100 SQ CM","Tissue cultured skin autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in add"
"1071520000","15200","FULL THICKNESS FREE GRAFT, 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE","Full thickness graft, free, including direct closure of donor site, trunk; 20 sq cm or less"
"1071520100","15201","FULL THICKNESS FREE GRAFT, EACH ADDITIONAL 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE","Full thickness graft, free, including direct closure of donor site, trunk; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)"
"1071522000","15220","FULL THICKNESS FREE GRAFT, SCALP, ARM, LEG 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE","Full thickness graft, free, including direct closure of donor site, scalp, arms, and/or legs; 20 sq cm or less"
"1071522100","15221","FULL THICKNESS FREE GRAFT, SCALP, ARM, LEG, EACH ADDITIONAL 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE","Full thickness graft, free, including direct closure of donor site, scalp, arms, and/or legs; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)"
"1071524000","15240","FULL THICKNESS FREE GRAFT, HEAD, FACE, HAND, 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE","Full thickness graft, free, including direct closure of donor site, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands, and/or feet; 20 sq cm or less"
"1071524100","15241","FULL THICKNESS FREE GRAFT, HEAD, FACE, HAND, EACH ADDITIONAL 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE","Full thickness graft, free, including direct closure of donor site, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands, and/or feet; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)"
"1071526000","15260","FULL THICKNESS FREE GRAFT, FIRST 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE","Full thickness graft, free, including direct closure of donor site, nose, ears, eyelids, and/or lips; 20 sq cm or less"
"1071526100","15261","FULL THICKNESS FREE GRAFT, NOSE, EAR, LID, EACH ADDITIONAL 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE","Full thickness graft, free, including direct closure of donor site, nose, ears, eyelids, and/or lips; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)"
"1071527100","15271","APPLICATION OF SKIN SUBSTITUTE GRAFT, FIRST 25 SQ CM OF 100 SQ CM OR GREATER TOTAL WOUND SURFACE AREA","Application of skin substitute graft to trunk, arms, legs, total wound surface area up to 100 sq cm; first 25 sq cm or less wound surface area"
"1071527200","15272","APPLICATION OF SKIN SUBSTITUTE GRAFT TO TRUNK, ARMS, LEGS, EACH ADDITIONAL 25 SQ CM OF 100 SQ CM OR GREATER TOTAL WOUND SURFACE AREA","Application of skin substitute graft to trunk, arms, legs, total wound surface area up to 100 sq cm; each additional 25 sq cm wound surface area, or part thereof (List separately in addition to code for primary procedure)"
"1071527300","15273","APPLICATION OF SKIN SUBSTITUTE GRAFT TO TRUNK, ARMS, LEGS, FIRST 100 SQ CM OF 100 SQ CM OR GREATER TOTAL WOUND SURFACE AREA","Application of skin substitute graft to trunk, arms, legs, total wound surface area greater than or equal to 100 sq cm; first 100 sq cm wound surface area, or 1% of body area of infants and children"
"1071527400","15274","APPLICATION OF SKIN SUBSTITUTE GRAFT TO TRUNK, ARMS, LEGS, EACH ADDITIONAL 100 SQ CM OR LESS OF 100 SQ CM OR GREATER TOTAL WOUND SURFACE AREA","Application of skin substitute graft to trunk, arms, legs, total wound surface area greater than or equal to 100 sq cm; each additional 100 sq cm wound surface area, or part thereof, or each additional 1% of body area of infants and children, or part ther"
"1071527500","15275","APPLICATION OF SKIN SUBSTITUTE GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LES","Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area up to 100 sq cm; first 25 sq cm or less wound surface area"
