sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:CPT_CODE,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
1072988000,SURGICAL ARTHROSCOPY OF KNEE WITH MEDIAL AND LATERAL MENISCECTOMY AND CHONDROPLASTY,247,,29880,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339627402,2106034,"Arthroscopy, knee, surgical; with meniscectomy (medial AND lateral, including any meniscal shaving) including debridement/shaving of articular cartilage (chondroplasty), same or separate compartment(s), when performed",Procedure,MAPS_TO,,<auto>,1627307807282,
1076448400,"INJECTION(S), ANESTHETIC AGENT(S) AND/OR STEROID; TRANSFORAMINAL EPIDURAL, WITH IMAGING GUIDANCE (FLUOROSCOPY OR CT), LUMBAR OR SACRAL",635,,64484,0.84,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339647376,2110775,"Injection(s), anesthetic agent and/or steroid, transforaminal epidural, with imaging guidance (fluoroscopy or CT); lumbar or sacral, each additional level (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,Sharon Nirenberg,1627339644089,
1073125500,SURGICAL ENDOSCOPY OF NOSE AND SINUS WITH COMPLETE ETHMOIDECTOMY,947,,31255,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339655344,2106407,"Nasal/sinus endoscopy, surgical with ethmoidectomy; total (anterior and posterior)",Procedure,MAPS_TO,,<auto>,1627307808420,
1073719100,INSERTION OF INTRAVASCULAR VENA CAVA FILTER BY ENDOVASCULAR APPROACH USING ULTRASOUND GUIDANCE WITH RADIOLOGICAL SUPERVISION AND MONITORING,297,,37191,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339658061,42742535,"Insertion of intravascular vena cava filter, endovascular approach including vascular access, vessel selection, and radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance (ultrasound and fluoroscopy), when performed",Procedure,MAPS_TO,,<auto>,1627307808705,
1074241500,EXCISION OF TUMOR OF LATERAL LOBE OF PAROTID GLAND WITH DISSECTION AND PRESERVATION OF FACIAL NERVE,601,,42415,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339661498,2108768,"Excision of parotid tumor or parotid gland; lateral lobe, with dissection and preservation of facial nerve",Procedure,MAPS_TO,,<auto>,1627307810554,
1072193100,"EXCISION OF SUBCUTANEOUS TUMOR OF SOFT TISSUE OF FLANK, 3 CENTIMETERS OR GREATER",551,,21931,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339664382,40756933,"Excision, tumor, soft tissue of back or flank, subcutaneous; 3 cm or greater",Procedure,MAPS_TO,,<auto>,1627307810573,
1075866200,"LAPAROSCOPY, SURGICAL; WITH FULGURATION OR EXCISION OF LESIONS OF THE OVARY, PELVIC VISCERA, OR PERITONEAL SURFACE BY ANY METHOD",1295,,58662,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339667331,2110241,"Laparoscopy, surgical; with fulguration or excision of lesions of the ovary, pelvic viscera, or peritoneal surface by any method",Procedure,MAPS_TO,,<auto>,1627307811160,
1074325400,FLEXIBLE ESOPHAGOGASTRODUODENOSCOPY WITH MUCOSAL RESECTION,202,,43254,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339669268,44816417,"Esophagogastroduodenoscopy, flexible, transoral; with endoscopic mucosal resection",Procedure,MAPS_TO,,<auto>,1627307811722,
1076304800,"UNILATERAL OR BILATERAL LAMINECTOMY, FACETECTOMY, AND FORAMINOTOMY OF ADDITIONAL VERTEBRA OF THORACIC SPINE WITH DECOMPRESSION OF SPINAL CORD AND NERVE ROOT",1742,,63048,0.98,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339673139,2110653,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; each additional segment, cervical, thoracic, or lu",Procedure,MAPS_TO,,<auto>,1627307811989,
1079296000,"CARDIOVERSION, ELECTIVE, ELECTRICAL CONVERSION OF ARRHYTHMIA; EXTERNAL",247,,92960,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339675393,2313791,"Cardioversion, elective, electrical conversion of arrhythmia; external",Procedure,MAPS_TO,,<auto>,1627307813115,
1076459000,"INSERTION OR REPLACEMENT OF PERIPHERAL OR GASTRIC NUEROSTIMULATOR PULSE GENERATOR OR RECIEVER, DIRECT OR INDUCTIVE COUPLING",259,,64590,0.86,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339682709,2110794,"Insertion or replacement of peripheral or gastric neurostimulator pulse generator or receiver, direct or inductive coupling",Procedure,MAPS_TO,,<auto>,1627307813479,
1074324900,UPPER GASTROINTESTINAL ENDOSCOPY WITH BALLOON DILATION OF ESOPHAGUS,450,,43249,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339687125,2108897,"Esophagogastroduodenoscopy, flexible, transoral; with transendoscopic balloon dilation of esophagus (less than 30 mm diameter)",Procedure,MAPS_TO,,<auto>,1627307813817,
1071430200,"TRANSFER OF ADJACENT TISSUE FOR REPAIR OF DEFECT, EACH ADDITIONAL 30.0 SQ CM OR LESS",437,,14302,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339688845,40757055,"Adjacent tissue transfer or rearrangement, any area; each additional 30.0 sq cm, or part thereof (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,<auto>,1627307813920,
1072605500,INCISION OF TENDON SHEATH OF FINGER FOR TRIGGER FINGER,585,,26055,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339864239,2104393,"Tendon sheath incision (eg, for trigger finger)",Procedure,MAPS_TO,,<auto>,1627307814820,
1074815000,"PROXIMAL SUBTOTAL PANCREATECTOMY WITH TOTAL DUODENECTOMY, PARTIAL GASTRECTOMY, CHOLEDOCHOENTEROSTOMY, GASTROJEJUNOSTOMY AND PANCREATOJEJUNOSTOMY",225,,48150,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339867573,2109406,"Pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy, choledochoenterostomy and gastrojejunostomy (Whipple-type procedure); with pancreatojejunostomy",Procedure,MAPS_TO,,<auto>,1627307814915,
1074620000,FISSURECTOMY WITH SPHINCTEROTOMY,434,,46200,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339876253,2109239,"Fissurectomy, including sphincterotomy, when performed",Procedure,MAPS_TO,,Sharon Nirenberg,1627339872108,
1073722900,UNILATERAL PERCUTANEOUS ENDOVASCULAR REVASCULARIZATION OF TIBIAL ARTERY WITH ATHERECTOMY AND ANGIOPLASTY,894,,37229,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339884641,40757057,"Revascularization, endovascular, open or percutaneous, tibial, peroneal artery, unilateral, initial vessel; with atherectomy, includes angioplasty within the same vessel, when performed",Procedure,MAPS_TO,,<auto>,1627307816557,
1073683200,OPEN REVISION OF SYNTHETIC DIALYSIS GRAFT WITHOUT THROMBECTOMY,601,,36832,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339886516,2108298,"Revision, open, arteriovenous fistula; without thrombectomy, autogenous or nonautogenous dialysis graft (separate procedure)",Procedure,MAPS_TO,,<auto>,1627307816988,
1071583000,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOUS TISSUE (INCLUDES LIPECTOMY); ABDOMEN INFRAUMBILICAL PANNICULECTOMY",635,,15830,0.98,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339888139,2102476,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); abdomen, infraumbilical panniculectomy",Procedure,MAPS_TO,,<auto>,1627307817067,
1073853000,OPEN BIOPSY OF INTERNAL MAMMARY LYMPH NODE,247,,38530,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339889555,2108470,"Biopsy or excision of lymph node(s); open, internal mammary node(s)",Procedure,MAPS_TO,,<auto>,1627307817931,
1073342600,"MITRAL VALVULOPLASTY USING PROSTHETIC RING, WITH CARDIOPULMONARY BYPASS",1290,,33426,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339891260,2107156,"Valvuloplasty, mitral valve, with cardiopulmonary bypass; with prosthetic ring",Procedure,MAPS_TO,,<auto>,1627307817937,
1074364400,SURGICAL LAPAROSCOPY WITH GASTRIC BYPASS AND ROUX-EN-Y GASTROENTEROSTOMY,1698,,43644,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339892741,2108974,"Laparoscopy, surgical, gastric restrictive procedure; with gastric bypass and Roux-en-Y gastroenterostomy (roux limb 150 cm or less)",Procedure,MAPS_TO,,<auto>,1627307818121,
1071938000,"REVISION OF RECONSTRUCTED BREAST (EG, SIGNIFICANT REMOVAL OF TISSUE, RE-ADVANCEMENT AND/OR RE-INSET OF FLAPS IN AUTOLOGOUS RECONSTRUCTION)",847,,19380,0.44,APPROVED,EQUIVALENT,Sharon Nirenberg,1627401961906,2102776,Revision of reconstructed breast,Procedure,MAPS_TO,,Sharon Nirenberg,1627401960478,
1072361500,OPEN REDUCTION OF FRACTURE OF SURGICAL NECK OF HUMERUS WITH INTERNAL FIXATION AND REPAIR OF TUBEROSITY,297,,23615,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339934750,2103757,"Open treatment of proximal humeral (surgical or anatomical neck) fracture, includes internal fixation, when performed, includes repair of tuberosity(s), when performed",Procedure,MAPS_TO,,<auto>,1627307818542,
1076305100,LAMINOPLASTY OF MULTIPLE VERTEBRAE OF CERVICAL SPINE WITH DECOMPRESSION OF SPINAL CORD AND RECONSTRUCTION OF POSTERIOR SPINE USING BRIDGING BONE GRAFT AND WIRE,232,,63051,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339936285,2110655,"Laminoplasty, cervical, with decompression of the spinal cord, 2 or more vertebral segments; with reconstruction of the posterior bony elements (including the application of bridging bone graft and non-segmental fixation devices [eg, wire, suture, mini-pl",Procedure,MAPS_TO,,<auto>,1627307819524,
1072263300,"ARTHRODESIS OF SINGLE LUMBAR VERTEBRAL SEGMENT BY COMBINED POSTEROLATERAL TECHNIQUE AND POSTERIOR INTERBODY TECHNIQUE, WITH DISCECTOMY",947,,22633,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339937773,42742494,"Arthrodesis, combined posterior or posterolateral technique with posterior interbody technique including laminectomy and/or discectomy sufficient to prepare interspace (other than for decompression), single interspace and segment; lumbar",Procedure,MAPS_TO,,<auto>,1627307820311,
1072980600,"ARTHROSCOPY, SHOULDER, SURGICAL; CAPSULORRHAPHY",593,,29806,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339940701,2105939,"Arthroscopy, shoulder, surgical; capsulorrhaphy",Procedure,MAPS_TO,,<auto>,1627307820384,
1071310100,"COMPLEX REPAIR OF TRUNK, 2.6 CM TO 7.5 CM",246,,13101,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339941881,2102216,"Repair, complex, trunk; 2.6 cm to 7.5 cm",Procedure,MAPS_TO,,<auto>,1627307820622,
1071930300,SIMPLE TOTAL MASTECTOMY,1683,,19303,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339943011,2102732,"Mastectomy, simple, complete",Procedure,MAPS_TO,,<auto>,1627307820726,
1072611600,"EXCISION OF SUBFASCIAL VASCULAR MALFORMATION OF SOFT TISSUE OF HAND, LESS THAN 1.5 CM",258,,26116,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339944038,2104412,"Excision, tumor, soft tissue, or vascular malformation, of hand or finger, subfascial (eg, intramuscular); less than 1.5 cm",Procedure,MAPS_TO,,<auto>,1627307820814,
1071934000,"INSERTION OF BREAST IMPLANT ON SAME DAY OF MASTECTOMY (IE, IMMEDIATE)",583,,19340,0.45,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339945049,2102753,"Immediate insertion of breast prosthesis following mastopexy, mastectomy or in reconstruction",Procedure,MAPS_TO,,<auto>,1627307821606,
1073125600,SURGICAL ENDOSCOPY OF NOSE AND SINUS WITH MAXILLARY ANTROSTOMY,225,,31256,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339946294,2106408,"Nasal/sinus endoscopy, surgical, with maxillary antrostomy",Procedure,MAPS_TO,,<auto>,1627307821864,
1075951000,OBSTETRIC CARE,258,,59510,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339947530,2110315,"Routine obstetric care including antepartum care, cesarean delivery, and postpartum care",Procedure,MAPS_TO,,<auto>,1627307822181,
1074412000,RESECTION AND ANASTOMOSIS OF SMALL INTESTINE,631,,44120,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339948834,2109028,"Enterectomy, resection of small intestine; single resection and anastomosis",Procedure,MAPS_TO,,<auto>,1627307822676,
1076304600,"UNILATERAL LAMINECTOMY, FACETECTOMY, AND FORAMINOTOMY OF SINGLE VERTEBRA OF THORACIC SPINE WITH DECOMPRESSION OF SPINAL CORD AND NERVE ROOT",201,,63046,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339949865,2110651,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; thoracic",Procedure,MAPS_TO,,<auto>,1627307822860,
1075854600,SURGICAL LAPAROSCOPY WITH EXCISION OF INTRAMURAL MYOMAS WITH TOTAL WEIGHT GREATER THAN 250 G,449,,58546,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339951064,2110214,"Laparoscopy, surgical, myomectomy, excision; 5 or more intramural myomas and/or intramural myomas with total weight greater than 250 g",Procedure,MAPS_TO,,<auto>,1627307823170,
1074956000,REPAIR OF REDUCIBLE VENTRAL HERNIA,946,,49560,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339952569,2109499,Repair initial incisional or ventral hernia; reducible,Procedure,MAPS_TO,,<auto>,1627307824317,
1073601000,INSERTION OF CATHETER INTO SUPERIOR VENA CAVA,476,,36010,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339953577,2108057,"Introduction of catheter, superior or inferior vena cava",Procedure,MAPS_TO,,<auto>,1627307824483,
1077582200,"VENOGRAPHY, EXTREMITY, BILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION",884,,75822,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339954663,2211617,"Venography, extremity, bilateral, radiological supervision and interpretation",Procedure,MAPS_TO,,<auto>,1627307824674,
1077571600,"ANGIOGRAPHY, EXTREMITY, BILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION",1283,,75716,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339955972,2211597,"Angiography, extremity, bilateral, radiological supervision and interpretation",Procedure,MAPS_TO,,<auto>,1627307825664,
1074627500,SURGICAL TREATMENT OF INTERSPHINCTERIC ANAL FISTULA,243,,46275,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339956968,2109253,Surgical treatment of anal fistula (fistulectomy/fistulotomy); intersphincteric,Procedure,MAPS_TO,,<auto>,1627307826359,
1073343000,"REPLACEMENT OF MITRAL VALVE, WITH CARDIOPULMONARY BYPASS",585,,33430,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339958247,2107159,"Replacement, mitral valve, with cardiopulmonary bypass",Procedure,MAPS_TO,,<auto>,1627307826575,
1074327500,ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY WITH REMOVAL OF STENT OF PANCREATIC DUCT,296,,43275,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339959355,44816421,Endoscopic retrograde cholangiopancreatography (ERCP); with removal of foreign body(s) or stent(s) from biliary/pancreatic duct(s),Procedure,MAPS_TO,,<auto>,1627307826822,
1075440500,"INSERTION OF MULTI-COMPONENT INFLATABLE PENILE PROSTHESIS WITH PLACEMENT OF PUMP, CYLINDERS, AND RESERVOIR",833,,54405,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339960453,2109954,"Insertion of multi-component, inflatable penile prosthesis, including placement of pump, cylinders, and reservoir",Procedure,MAPS_TO,,<auto>,1627307828207,
1073162500,RIGID BRONCHOSCOPY WITH ENDOBRONCHIAL BIOPSY USING FLUOROSCOPIC GUIDANCE,449,,31625,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339961516,2106587,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with bronchial or endobronchial biopsy(s), single or multiple sites",Procedure,MAPS_TO,,<auto>,1627307828655,
1072709600,INJECTION OF STEROID INTO SACROILIAC JOINT USING FLUOROSCOPIC GUIDANCE,223,,27096,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339962749,2104816,"Injection procedure for sacroiliac joint, anesthetic/steroid, with image guidance (fluoroscopy or CT) including arthrography when performed",Procedure,MAPS_TO,,<auto>,1627307828848,
1072124400,RECONSTRUCTION OF MANDIBLE USING MANDIBULAR STAPLE BONE PLATE,270,,21244,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339963930,2103192,"Reconstruction of mandible, extraoral, with transosteal bone plate (eg, mandibular staple bone plate)",Procedure,MAPS_TO,,<auto>,1627307828964,
1074626000,INTERNAL AND EXTERNAL HEMORRHOIDECTOMY,1275,,46260,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339965660,2109249,"Hemorrhoidectomy, internal and external, 2 or more columns/groups",Procedure,MAPS_TO,,<auto>,1627307829119,
1072260000,ARTHRODESIS OF CERVICAL VERTEBRAL SEGMENT BELOW C2 BY POSTEROLATERAL TECHNIQUE,583,,22600,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339967021,2103516,"Arthrodesis, posterior or posterolateral technique, single level; cervical below C2 segment",Procedure,MAPS_TO,,<auto>,1627307829174,
1076304200,"HEMILAMINECTOMY, PARTIAL FACETECTOMY, AND FORAMINOTOMY OF SINGLE INTERSPACE OF LUMBAR SPINE WITH EXCISION OF HERNIATED INTERVERTEBRAL DISC AND DECOMPRESSION OF NERVE ROOT",431,,63042,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339968045,2110647,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, reexploration, single interspace; lumbar",Procedure,MAPS_TO,,<auto>,1627307829539,
1075231000,CYSTOURETHROSCOPY WITH REMOVAL OF URETERAL STENT FROM URETHRA,476,,52310,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627401878414,2109792,"Cystourethroscopy, with removal of foreign body, calculus, or ureteral stent from urethra or bladder (separate procedure); simple",Procedure,MAPS_TO,,Sharon Nirenberg,1627401877255,
1075728800,SYNTHETIC SLING OPERATION FOR STRESS INCONTINENCE,875,,57288,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627401972559,2110121,"Sling operation for stress incontinence (eg, fascia or synthetic)",Procedure,MAPS_TO,,<auto>,1627307830092,
1076050000,PARATHYROIDECTOMY,927,,60500,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627401816192,2110383,Parathyroidectomy or exploration of parathyroid(s),Procedure,MAPS_TO,,Sharon Nirenberg,1627401813014,
1072560900,OPEN REDUCTION OF INTRA ARTICULAR FRACTURE OF DISTAL RADIUS WITH INTERNAL FIXATION OF 3 OR MORE FRAGMENTS,631,,25609,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627401895735,2104293,Open treatment of distal radial intra-articular fracture or epiphyseal separation; with internal fixation of 3 or more fragments,Procedure,MAPS_TO,,<auto>,1627307832320,
1073346400,TRICUSPID VALVULOPLASTY USING PROSTHETIC RING,1102,,33464,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627401820279,2107175,"Valvuloplasty, tricuspid valve; with ring insertion",Procedure,MAPS_TO,,<auto>,1627307832491,
1073093000,THERAPEUTIC FRACTURE OF INFERIOR TURBINATE,827,,30930,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627401798477,2106325,"Fracture nasal inferior turbinate(s), therapeutic",Procedure,MAPS_TO,,<auto>,1627307832591,
1073350800,SURGICAL ENDOSCOPY WITH HARVEST OF VEIN FOR CORONARY ARTERY BYPASS PROCEDURE USING VIDEO GUIDANCE,1415,,33508,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400603463,2107214,"Endoscopy, surgical, including video-assisted harvest of vein(s) for coronary artery bypass procedure (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,<auto>,1627307833032,
1073655800,INSERTION OF TUNNELED CENTRALLY INSERTED CENTRAL VENOUS CATHETER,1038,,36558,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400621293,2108202,"Insertion of tunneled centrally inserted central venous catheter, without subcutaneous port or pump; age 5 years or older",Procedure,MAPS_TO,,Sharon Nirenberg,1627400614324,
1071510000,"SPLIT-THICKNESS AUTOGRAFT, TRUNK, ARMS, LEGS; FIRST 100 SQ CM OR LESS, OR 1% OF BODY AREA OF INFANTS AND CHILDREN (EXCEPT 15050)",945,,15100,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400623199,2102277,"Split-thickness autograft, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children (except 15050)",Procedure,MAPS_TO,,<auto>,1627307833387,
1076303000,"HEMILAMINECTOMY, PARTIAL FACETECTOMY, AND FORAMINOTOMY OF LUMBAR SPINE WITH EXCISION OF HERNIATED INTERVERTEBRAL DISC AND DECOMPRESSION OF NERVE ROOT",1629,,63030,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400637743,2110644,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc; 1 interspace, lumbar",Procedure,MAPS_TO,,Sharon Nirenberg,1627400636300,
1073153500,DIRECT OPERATIVE LARYNGOSCOPY WITH BIOPSY,476,,31535,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400644578,2106506,"Laryngoscopy, direct, operative, with biopsy",Procedure,MAPS_TO,,<auto>,1627307833504,
1073353300,CORONARY ARTERY BYPASS USING SINGLE ARTERIAL GRAFT,580,,33533,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400646007,2107231,"Coronary artery bypass, using arterial graft(s); single arterial graft",Procedure,MAPS_TO,,<auto>,1627307833858,
1073681800,OPEN ARTERIOVENOUS ANASTOMOSIS BY UPPER ARM CEPHALIC VEIN TRANSPOSITION,296,,36818,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400647409,2108279,"Arteriovenous anastomosis, open; by upper arm cephalic vein transposition",Procedure,MAPS_TO,,<auto>,1627307834498,
1072788000,AMPUTATION OF LOWER LEG THROUGH TIBIA AND FIBULA,431,,27880,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400648552,2105446,"Amputation, leg, through tibia and fibula",Procedure,MAPS_TO,,<auto>,1627307834759,
1073013000,PARTIAL EXCISION OF INFERIOR TURBINATE,865,,30130,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400656501,2106156,"Excision inferior turbinate, partial or complete, any method",Procedure,MAPS_TO,,Sharon Nirenberg,1627400652991,
1075430000,PLASTIC OPERATION ON PENIS FOR CHORDEE WITH MOBILIZATION OF URETHRA,269,,54300,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400661671,2109931,"Plastic operation of penis for straightening of chordee (eg, hypospadias), with or without mobilization of urethra",Procedure,MAPS_TO,,<auto>,1627307835970,
1075233200,CYSTOURETHROSCOPY WITH INSERTION OF DOUBLE-J URETERAL STENT,2645,,52332,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400663082,2109800,"Cystourethroscopy, with insertion of indwelling ureteral stent (eg, Gibbons or double-J type)",Procedure,MAPS_TO,,<auto>,1627307836040,
1075059000,LITHOTRIPSY USING EXTRACORPOREAL SHOCK WAVE,631,,50590,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400664478,2109635,"Lithotripsy, extracorporeal shock wave",Procedure,MAPS_TO,,<auto>,1627307836680,
1072982800,"ARTHROSCOPY, SHOULDER, SURGICAL; BICEPS TENODESIS",826,,29828,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400666114,2105961,"Arthroscopy, shoulder, surgical; biceps tenodesis",Procedure,MAPS_TO,,<auto>,1627307836912,
1072093600,LOCAL AUTOGRAFT OF BONE TO SPINE,2081,,20936,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400667595,2102978,"Autograft for spine surgery only (includes harvesting the graft); local (eg, ribs, spinous process, or laminar fragments) obtained from same incision (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,<auto>,1627307837609,
1071935700,"TISSUE EXPANDER PLACEMENT IN BREAST RECONSTRUCTION, INCLUDING SUBSEQUENT EXPANSION(S)",926,,19357,0.69,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400668997,2102757,"Breast reconstruction, immediate or delayed, with tissue expander, including subsequent expansion",Procedure,MAPS_TO,,<auto>,1627307838101,
1073850000,OPEN BIOPSY OF SUPERFICIAL LYMPH NODE,429,,38500,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400670087,2108465,"Biopsy or excision of lymph node(s); open, superficial",Procedure,MAPS_TO,,<auto>,1627307838442,
1073723800,TRANSCATHETER PLACEMENT OF VENOUS STENTS WITH ANGIOPLASTY,935,,37238,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400676622,44816400,"Transcatheter placement of an intravascular stent(s), open or percutaneous, including radiological supervision and interpretation and including angioplasty within the same vessel, when performed; initial vein",Procedure,MAPS_TO,,Sharon Nirenberg,1627400675071,
1071527500,"APPLICATION OF SKIN SUBSTITUTE GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LES",585,,15275,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400679336,42742488,"Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area up to 100 sq cm; first 25 sq cm or less wound surface area",Procedure,MAPS_TO,,<auto>,1627307840873,
1075726000,"COMBINED ANTEROPOSTERIOR COLPORRHAPHY, INCLUDING CYSTOURETHROSCOPY, WHEN PERFORMED",580,,57260,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400686590,2110110,"Combined anteroposterior colporrhaphy, including cystourethroscopy, when performed",Procedure,MAPS_TO,,<auto>,1627307840928,
1074950500,REPAIR OF REDUCIBLE INGUINAL HERNIA,2052,,49505,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400694693,2109489,"Repair initial inguinal hernia, age 5 years or older; reducible",Procedure,MAPS_TO,,Sharon Nirenberg,1627400691487,
1075742500,SURGICAL LAPAROSCOPY WITH SUSPENSION OF VAGINAL APEX,266,,57425,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400698345,2110142,"Laparoscopy, surgical, colpopexy (suspension of vaginal apex)",Procedure,MAPS_TO,,<auto>,1627307841820,
1073656100,INSERTION OF TUNNELED CENTRALLY INSERTED CENTRAL VENOUS CATHETER WITH SUBCUTANEOUS PORT,1082,,36561,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627400700433,2108204,"Insertion of tunneled centrally inserted central venous access device, with subcutaneous port; age 5 years or older",Procedure,MAPS_TO,,<auto>,1627307841854,
